Title,Recommended_Title,Type,Genres,Similarity_Score
Paradise PD,Disenchantment,TV Show,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",0.097
Paradox,Anesthesia,Movie,"Dramas, Independent Movies",0.141
Paradox,A Walk to Remember,Movie,"Dramas, Romantic Movies",0.118
Paradox,The Ballad of Buster Scruggs,Movie,"Comedies, Dramas",0.109
Paradox,I Am Michael,Movie,"Dramas, LGBTQ Movies",0.109
Paradox,Kill Bill: Vol. 1,Movie,Action & Adventure,0.107
Paranoid,The Great Train Robbery,TV Show,"British TV Shows, Crime TV Shows, International TV Shows",0.176
Paranoid,Who Killed Little Gregory?,TV Show,"Crime TV Shows, Docuseries, International TV Shows",0.165
Paranoid,Sherlock,TV Show,"British TV Shows, Crime TV Shows, International TV Shows",0.164
Paranoid,Doctor Foster,TV Show,"British TV Shows, International TV Shows, Romantic TV Shows",0.162
Paranoid,Kiss Me First,TV Show,"British TV Shows, Crime TV Shows, International TV Shows",0.16
Paranormal,Son Of Adam,Movie,"Dramas, International Movies, Thrillers",0.156
Paranormal,The Land,Movie,"Classic Movies, Dramas, International Movies",0.152
Paranormal,الف مبروك,Movie,"Comedies, Dramas, International Movies",0.14
Paranormal,The Dealer,Movie,"Action & Adventure, International Movies",0.137
Paranormal,El-Khawaga's Dilemma,Movie,"Action & Adventure, Comedies, International Movies",0.129
Paranormal Activity,Rust Creek,Movie,Thrillers,0.195
Paranormal Activity,The Car: Road to Revenge,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",0.119
Paranormal Activity,BONDING,TV Show,"TV Comedies, TV Dramas",0.112
Paranormal Activity,Gender Revolution: A Journey with Katie Couric,Movie,"Documentaries, LGBTQ Movies",0.11
Paranormal Activity,Paradox,Movie,"Dramas, Independent Movies",0.103
Paranormal Investigation,Fear Files... Har Mod Pe Darr,TV Show,"International TV Shows, TV Horror, TV Thrillers",0.097
Paranormal Investigation,He Even Has Your Eyes,Movie,"Comedies, International Movies",0.091
Paranormal Investigation,Kill Hitler! The Luck of the Devil,Movie,"Documentaries, International Movies",0.084
Paranormal Investigation,The Da Vinci Code,Movie,Thrillers,0.081
Paranormal Investigation,A Land Imagined,Movie,"Dramas, International Movies",0.08
American Warfighter,Wakefield,Movie,Dramas,0.136
American Warfighter,Comedians in Cars Getting Coffee,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.133
American Warfighter,Jerry Before Seinfeld,Movie,Stand-Up Comedy,0.127
American Warfighter,Colin Quinn: The New York Story,Movie,Stand-Up Comedy,0.123
American Warfighter,Alien Warfare,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.116
Paranormal Survivor,Empire Games,TV Show,Docuseries,0.215
Paranormal Survivor,Kon Kon Kon,TV Show,"Docuseries, International TV Shows",0.203
Paranormal Survivor,Kingdoms of the Sky,TV Show,"British TV Shows, Docuseries, Science & Nature TV",0.165
Paranormal Survivor,Haunted,TV Show,"Reality TV, TV Horror, TV Thrillers",0.142
Paranormal Survivor,Murder Maps,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.135
ParaNorman,Dragons: Dawn of the Dragon Racers,Movie,"Children & Family Movies, Comedies",0.143
ParaNorman,How to Train Your Dragon 2,Movie,Children & Family Movies,0.134
ParaNorman,Jeff Garlin: Our Man In Chicago,Movie,Stand-Up Comedy,0.131
ParaNorman,Trolls Holiday Special,Movie,"Children & Family Movies, Comedies, Music & Musicals",0.119
ParaNorman,Slow West,Movie,"Action & Adventure, Dramas, International Movies",0.104
Parasyte: The Maxim,BLAME!,Movie,"Action & Adventure, Anime Features, International Movies",0.179
Parasyte: The Maxim,Angel Beats!,TV Show,"Anime Series, International TV Shows",0.16
Parasyte: The Maxim,The Garden of Words,Movie,"Anime Features, International Movies, Romantic Movies",0.155
Parasyte: The Maxim,Cells at Work!,TV Show,"Anime Series, Teen TV Shows",0.148
Parasyte: The Maxim,Kill la Kill,TV Show,"Anime Series, International TV Shows",0.13
Parchís: the Documentary,BNK48: Girls Don't Cry,Movie,"Documentaries, International Movies, Music & Musicals",0.162
Parchís: the Documentary,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,Movie,"Documentaries, Music & Musicals",0.157
Parchís: the Documentary,BLACKPINK: Light Up the Sky,Movie,"Documentaries, Music & Musicals",0.148
Parchís: the Documentary,Clive Davis: The Soundtrack of Our Lives,Movie,"Documentaries, Music & Musicals",0.12
Parchís: the Documentary,Rock On!!,Movie,"Dramas, International Movies, Music & Musicals",0.119
Pardes,Yaadein,Movie,"Dramas, International Movies, Romantic Movies",0.212
Pardes,Trimurti,Movie,"Action & Adventure, Dramas, International Movies",0.199
Pardes,Taal,Movie,"Dramas, International Movies, Music & Musicals",0.174
Pardes,Dil Hai Tumhaara,Movie,"Dramas, International Movies, Music & Musicals",0.174
Pardes,Kabhi Khushi Kabhie Gham,Movie,"Dramas, International Movies",0.16
Pareeth Pandaari,Paathi,Movie,"Dramas, International Movies",0.162
Pareeth Pandaari,Oru Vishsheshapetta Biryani Kissa,Movie,"Comedies, Dramas, International Movies",0.135
Pareeth Pandaari,Viswasapoorvam Mansoor,Movie,"Dramas, International Movies",0.113
Pareeth Pandaari,Mischief,Movie,"Comedies, Dramas, International Movies",0.097
Pareeth Pandaari,Limitless,Movie,"Documentaries, International Movies, Sports Movies",0.089
Pari,Rangreza,Movie,"Dramas, International Movies, Music & Musicals",0.179
Pari,Saawan,Movie,"Dramas, Independent Movies, International Movies",0.128
Pari,GHOUL,TV Show,"International TV Shows, TV Dramas, TV Horror",0.116
Pari,Bhoot,Movie,"Horror Movies, International Movies, Thrillers",0.113
Pari,Khaani,TV Show,"Crime TV Shows, International TV Shows, Romantic TV Shows",0.11
Paris Is Burning,Harlem Globetrotters: The Team That Changed the World,Movie,"Documentaries, Sports Movies",0.137
Paris Is Burning,Newtown,Movie,Documentaries,0.123
Paris Is Burning,The Boulet Brothers Dragula,TV Show,Reality TV,0.123
Paris Is Burning,Hot Girls Wanted,Movie,Documentaries,0.119
Paris Is Burning,#Rucker50,Movie,"Documentaries, Sports Movies",0.118
Paris Is Us,Nothing to Hide,Movie,"Comedies, Dramas, International Movies",0.073
Paris Is Us,The Awakening of Motti Wolkenbruch,Movie,"Comedies, Dramas, International Movies",0.072
Paris Is Us,The Artist,Movie,"Comedies, Dramas, Independent Movies",0.071
Paris Is Us,The Good Catholic,Movie,"Comedies, Dramas, Romantic Movies",0.069
Paris Is Us,The Bund,Movie,"Action & Adventure, Dramas, International Movies",0.066
Park Na-rae: Glamour Warning,Spark,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.186
Park Na-rae: Glamour Warning,Start-Up,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",0.182
Park Na-rae: Glamour Warning,Itaewon Class,TV Show,"International TV Shows, Korean TV Shows, TV Dramas",0.174
Park Na-rae: Glamour Warning,My Only Love Song,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.172
Park Na-rae: Glamour Warning,마녀사냥,TV Show,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",0.162
Amit Tandon: Family Tandoncies,Marc Maron: Too Real,Movie,Stand-Up Comedy,0.152
Amit Tandon: Family Tandoncies,Franco Escamilla: Bienvenido al mundo,Movie,Stand-Up Comedy,0.146
Amit Tandon: Family Tandoncies,Running Shaadi,Movie,"Comedies, International Movies, Romantic Movies",0.143
Amit Tandon: Family Tandoncies,Guru Aur Bhole,TV Show,"Kids' TV, TV Comedies",0.127
Amit Tandon: Family Tandoncies,Unorthodox,TV Show,"International TV Shows, TV Dramas",0.123
Parks and Recreation,Aziz Ansari Live at Madison Square Garden,Movie,Stand-Up Comedy,0.297
Parks and Recreation,Aziz Ansari: Buried Alive,Movie,Stand-Up Comedy,0.255
Parks and Recreation,Real Rob,TV Show,TV Comedies,0.182
Parks and Recreation,Aziz Ansari: RIGHT NOW,Movie,Stand-Up Comedy,0.155
Parks and Recreation,The Little Hours,Movie,"Comedies, Independent Movies",0.146
Parmanu: The Story of Pokhran,Dostana,Movie,"Comedies, Dramas, International Movies",0.127
Parmanu: The Story of Pokhran,Queen,Movie,"Comedies, Dramas, International Movies",0.118
Parmanu: The Story of Pokhran,Ajji,Movie,"Dramas, International Movies",0.116
Parmanu: The Story of Pokhran,No One Killed Jessica,Movie,"Dramas, International Movies",0.115
Parmanu: The Story of Pokhran,Chaman Bahaar,Movie,"Comedies, Dramas, International Movies",0.11
Parrot Sketch Not Included: Twenty Years of Monty Python,Monty Python: Live at The Hollywood Bowl,Movie,Comedies,0.493
Parrot Sketch Not Included: Twenty Years of Monty Python,Monty Python and the Holy Grail,Movie,"Action & Adventure, Classic Movies, Comedies",0.487
Parrot Sketch Not Included: Twenty Years of Monty Python,Monty Python's Life of Brian,Movie,"Classic Movies, Comedies, Cult Movies",0.402
Parrot Sketch Not Included: Twenty Years of Monty Python,Monty Python's Personal Best,TV Show,"British TV Shows, TV Comedies",0.386
Parrot Sketch Not Included: Twenty Years of Monty Python,Monty Python Best Bits (mostly),TV Show,"British TV Shows, Docuseries, TV Comedies",0.37
Part-Time Idol,Let's Eat 2,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.382
Part-Time Idol,Extracurricular,TV Show,"Crime TV Shows, International TV Shows, Korean TV Shows",0.339
Part-Time Idol,"Bring It On, Ghost",TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.313
Part-Time Idol,Crash Landing on You,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.293
Part-Time Idol,My Holo Love,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.285
Party Monster: Scratching the Surface,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,Comedies,0.36
Party Monster: Scratching the Surface,Unbreakable Kimmy Schmidt,TV Show,TV Comedies,0.314
Party Monster: Scratching the Surface,Sing On!,TV Show,Reality TV,0.16
Party Monster: Scratching the Surface,The Secret Life of Pets 2,Movie,"Children & Family Movies, Comedies",0.115
Party Monster: Scratching the Surface,A Little Help with Carol Burnett,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.114
Pasión de Gavilanes,Her Mother's Killer,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.215
Pasión de Gavilanes,All For Love,TV Show,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.159
Pasión de Gavilanes,Four Seasons in Havana,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.154
Pasión de Gavilanes,La Esclava Blanca,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.151
Pasión de Gavilanes,The Road to Love,TV Show,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.141
Paskal,All Because of You,Movie,"Action & Adventure, Comedies, International Movies",0.504
Paskal,Wira,Movie,"Action & Adventure, Dramas, International Movies",0.237
Paskal,Crossroads: One Two Jaga,Movie,"Dramas, International Movies",0.165
Paskal,Glowing Embers,TV Show,"International TV Shows, TV Dramas",0.121
Paskal,Revenge of the Pontianak,Movie,"Horror Movies, International Movies",0.112
Passenger 57,Double Jeopardy,Movie,Thrillers,0.106
Passenger 57,The Art of War,Movie,Action & Adventure,0.089
Passenger 57,Springsteen on Broadway,Movie,Music & Musicals,0.087
Passenger 57,Spectral,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.085
Passenger 57,The Last Boy Scout,Movie,"Action & Adventure, Comedies",0.082
Passion. Panache. Pep,Street Food: Latin America,TV Show,"Docuseries, Spanish-Language TV Shows",0.258
Passion. Panache. Pep,Street Food,TV Show,Docuseries,0.206
Passion. Panache. Pep,The Calling,TV Show,"International TV Shows, Reality TV",0.192
Passion. Panache. Pep,Strongland,TV Show,"Docuseries, International TV Shows",0.185
Passion. Panache. Pep,The Big Family Cooking Showdown,TV Show,"British TV Shows, International TV Shows, Reality TV",0.183
Pat a Pat Como,Qurious Como,TV Show,Kids' TV,0.264
Pat a Pat Como,Paap-O-Meter,TV Show,"Kids' TV, TV Comedies",0.204
Pat a Pat Como,ChuChuTV Surprise Eggs Learning Videos (English),Movie,Children & Family Movies,0.194
Pat a Pat Como,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),Movie,Children & Family Movies,0.173
Pat a Pat Como,Mini Wolf,TV Show,Kids' TV,0.171
AMO,All of You,Movie,"Comedies, Dramas, International Movies",0.096
AMO,No Other Woman,Movie,"Dramas, International Movies, Romantic Movies",0.095
AMO,Powder,TV Show,"Crime TV Shows, International TV Shows, TV Dramas",0.091
AMO,Happy Jail,TV Show,"Crime TV Shows, Docuseries",0.089
AMO,Heneral Luna,Movie,"Dramas, International Movies",0.087
Patiala House,Luck by Chance,Movie,"Dramas, International Movies, Romantic Movies",0.21
Patiala House,Bobby,Movie,"Classic Movies, Dramas, International Movies",0.2
Patiala House,Duniya,Movie,"Action & Adventure, Dramas, International Movies",0.174
Patiala House,Dil Dhadakne Do,Movie,"Comedies, Dramas, International Movies",0.135
Patiala House,What the Fish,Movie,"Comedies, International Movies",0.124
Patient Seventeen,Bob Lazar: Area 51 & Flying Saucers,Movie,Documentaries,0.268
Patient Seventeen,Alien Worlds,TV Show,"British TV Shows, Docuseries, International TV Shows",0.124
Patient Seventeen,The Devil We Know,Movie,Documentaries,0.112
Patient Seventeen,Jeremy Scott: The People's Designer,Movie,Documentaries,0.099
Patient Seventeen,John & Jane,Movie,"Documentaries, International Movies",0.097
Patria,El Che,Movie,"Documentaries, International Movies",0.568
Patria,The 43,TV Show,"Crime TV Shows, Docuseries, International TV Shows",0.303
Patria,Los Niños Héroes de Chapultepec,Movie,"Documentaries, International Movies",0.146
Patria,Guillermo Vilas: Settling the Score,Movie,"Documentaries, International Movies, Sports Movies",0.115
Patria,The War: A Film by Ken Burns and Lynn Novick,TV Show,Docuseries,0.11
PATRICK (2019),A Shaun the Sheep Movie: Farmageddon,Movie,"Children & Family Movies, Comedies",0.121
PATRICK (2019),In Darkness,Movie,"Independent Movies, International Movies, Thrillers",0.118
PATRICK (2019),TAU,Movie,"Sci-Fi & Fantasy, Thrillers",0.102
PATRICK (2019),Shaun the Sheep: The Farmer’s Llamas,Movie,"Children & Family Movies, Comedies",0.084
PATRICK (2019),The Model,Movie,"Dramas, Independent Movies, International Movies",0.082
Patriot Act with Hasan Minhaj,Hasan Minhaj: Homecoming King,Movie,Stand-Up Comedy,0.497
Patriot Act with Hasan Minhaj,Chelsea,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.225
Patriot Act with Hasan Minhaj,Kevin Hart: I'm a Grown Little Man,Movie,Stand-Up Comedy,0.212
Patriot Act with Hasan Minhaj,The Joel McHale Show with Joel McHale,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.185
Patriot Act with Hasan Minhaj,Queens of Comedy,TV Show,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",0.169
Patriot Games,Sliver,Movie,Thrillers,0.137
Patriot Games,The Art of War,Movie,Action & Adventure,0.12
Patriot Games,Pawn Stars,TV Show,Reality TV,0.115
Patriot Games,Robin Hood: The Rebellion,Movie,"Action & Adventure, Independent Movies, International Movies",0.112
Patriot Games,Indiana Jones and the Raiders of the Lost Ark,Movie,"Action & Adventure, Children & Family Movies, Classic Movies",0.104
Patron Mutlu Son Istiyor,Kocan Kadar Konus 2: Dirilis,Movie,"Comedies, International Movies, Romantic Movies",0.253
Patron Mutlu Son Istiyor,Kocan Kadar Konus,Movie,"Comedies, International Movies, Romantic Movies",0.197
Patron Mutlu Son Istiyor,You're Everything To Me,Movie,"Comedies, Dramas, Independent Movies",0.159
Patron Mutlu Son Istiyor,Neseli Hayat,Movie,"Comedies, International Movies",0.144
Patron Mutlu Son Istiyor,Overnight Republic,Movie,"Comedies, International Movies",0.137
Patton Oswalt: Annihilation,Patton Oswalt: I Love Everything,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.35
Patton Oswalt: Annihilation,Patton Oswalt: Talking for Clapping,Movie,Stand-Up Comedy,0.227
Patton Oswalt: Annihilation,Iliza Shlesinger: Confirmed Kills,Movie,Stand-Up Comedy,0.184
Patton Oswalt: Annihilation,Hari Kondabolu: Warn Your Relatives,Movie,Stand-Up Comedy,0.163
Patton Oswalt: Annihilation,Mystery Science Theater 3000: The Return,TV Show,"TV Comedies, TV Sci-Fi & Fantasy",0.153
Patton Oswalt: I Love Everything,Patton Oswalt: Annihilation,Movie,Stand-Up Comedy,0.35
Patton Oswalt: I Love Everything,Patton Oswalt: Talking for Clapping,Movie,Stand-Up Comedy,0.244
Patton Oswalt: I Love Everything,The Confirmation,Movie,"Comedies, Dramas, Independent Movies",0.165
Patton Oswalt: I Love Everything,Queens of Comedy,TV Show,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",0.164
Patton Oswalt: I Love Everything,Whitney Cummings: Can I Touch It?,Movie,Stand-Up Comedy,0.161
Patton Oswalt: Talking for Clapping,Patton Oswalt: I Love Everything,TV Show,"Stand-Up Comedy & Talk Shows, TV Comedies",0.244
Patton Oswalt: Talking for Clapping,Patton Oswalt: Annihilation,Movie,Stand-Up Comedy,0.227
Patton Oswalt: Talking for Clapping,Michael Che Matters,Movie,Stand-Up Comedy,0.176
Patton Oswalt: Talking for Clapping,Jim Gaffigan: Obsessed,Movie,Stand-Up Comedy,0.167
Patton Oswalt: Talking for Clapping,Bill Burr: Let It Go,Movie,Stand-Up Comedy,0.166
1 Mile to You,The Informant!,Movie,"Comedies, Dramas",0.113
1 Mile to You,Banana Split,Movie,"Comedies, Dramas, Independent Movies",0.104
1 Mile to You,A Walk to Remember,Movie,"Dramas, Romantic Movies",0.103
1 Mile to You,Coach Carter,Movie,"Dramas, Sports Movies",0.103
1 Mile to You,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Movie,"Children & Family Movies, Comedies",0.101
Among Family,Stuck Apart,Movie,"Comedies, Dramas, International Movies",0.143
